多行文本,意图,中文意图,信息分类,是否用于实体抽取
你对我的要求是什么,ask_what,询问什么,开放性对话,
你对我有什么不满吗,ask_what,询问什么,开放性对话,
你对我有什么不满意,ask_what,询问什么,开放性对话,
你对我有什么期望,ask_what,询问什么,开放性对话,
你对我有什么问题,ask_what,询问什么,开放性对话,
你对我有什么要求,ask_what,询问什么,开放性对话,
你对我有什么意见吗,ask_what,询问什么,开放性对话,
你对我有什么用处,ask_what,询问什么,开放性对话,
你对宇宙有什么了解,ask_what,询问什么,开放性对话,
你对哲学是什么态度,ask_what,询问什么,开放性对话,
你对宗教是什么态度,ask_what,询问什么,开放性对话,
你读了什么,ask_what,询问什么,开放性对话,
你读什么书,ask_what,询问什么,开放性对话,
你该有的模样是什么,ask_what,询问什么,开放性对话,
你刚才问我什么问题,ask_what,询问什么,开放性对话,
你告诉我什么了,ask_what,询问什么,开放性对话,
你高兴什么,ask_what,询问什么,开放性对话,
你害怕的东西是什么,ask_what,询问什么,开放性对话,
你害怕的是什么,ask_what,询问什么,开放性对话,
你害怕的是什么呢,ask_what,询问什么,开放性对话,
你害怕什么,ask_what,询问什么,开放性对话,
你害怕失去什么,ask_what,询问什么,开放性对话,
你害怕失去什么呢,ask_what,询问什么,开放性对话,
你好你要做什么,ask_what,询问什么,开放性对话,
你好你有什么事吗,ask_what,询问什么,开放性对话,
你好你有什么事情吗,ask_what,询问什么,开放性对话,
你好你有什么愿望,ask_what,询问什么,开放性对话,
你和孩子一起做什么,ask_what,询问什么,开放性对话,
你和机器有什么区别,ask_what,询问什么,开放性对话,
你和人类有什么区别,ask_what,询问什么,开放性对话,
你和上帝有什么区别,ask_what,询问什么,开放性对话,
你和他都想要什么,ask_what,询问什么,开放性对话,
你和我们有什么区别,ask_what,询问什么,开放性对话,
你和我有什么不一样,ask_what,询问什么,开放性对话,
你和我有什么区别,ask_what,询问什么,开放性对话,
你怀疑她的什么,ask_what,询问什么,开放性对话,
你还记得什么吗,ask_what,询问什么,开放性对话,
你还梦见了什么,ask_what,询问什么,开放性对话,
你还能够要求我什么,ask_what,询问什么,开放性对话,
你还能为我做什么吗,ask_what,询问什么,开放性对话,
你还能做点什么,ask_what,询问什么,开放性对话,
你幻想过什么,ask_what,询问什么,开放性对话,
你还需要什么,ask_what,询问什么,开放性对话,
你还需要些什么,ask_what,询问什么,开放性对话,
你还要知道什么,ask_what,询问什么,开放性对话,
你还有别的什么事吗,ask_what,询问什么,开放性对话,
你还有什么,ask_what,询问什么,开放性对话,
你还有什么事吗,ask_what,询问什么,开放性对话,
你还有什么问题,ask_what,询问什么,开放性对话,
你还有什么问题吗,ask_what,询问什么,开放性对话,
你还有什么问题呢,ask_what,询问什么,开放性对话,
你还有什么想知道的,ask_what,询问什么,开放性对话,
你还有什么需要吗,ask_what,询问什么,开放性对话,
你还有什么需要我的,ask_what,询问什么,开放性对话,
你还有什么要问的吗,ask_what,询问什么,开放性对话,
你还在担心什么,ask_what,询问什么,开放性对话,
你还在等什么,ask_what,询问什么,开放性对话,
你还在等什么呢,ask_what,询问什么,开放性对话,
你还在想着什么,ask_what,询问什么,开放性对话,
你还在寻找什么,ask_what,询问什么,开放性对话,
你会表达什么,ask_what,询问什么,开放性对话,
你会尝试什么,ask_what,询问什么,开放性对话,
你会创造出什么,ask_what,询问什么,开放性对话,
你会创造出什么奇迹,ask_what,询问什么,开放性对话,
你会创造什么,ask_what,询问什么,开放性对话,
你会错过什么,ask_what,询问什么,开放性对话,
你会得到什么,ask_what,询问什么,开放性对话,
你会对他们做什么,ask_what,询问什么,开放性对话,
你会发明什么,ask_what,询问什么,开放性对话,
你会告诉我什么,ask_what,询问什么,开放性对话,
你会给人类什么,ask_what,询问什么,开放性对话,
你会给他们什么建议,ask_what,询问什么,开放性对话,
你会给我什么,ask_what,询问什么,开放性对话,
你会跟什么人结婚,ask_what,询问什么,开放性对话,
你会管理什么,ask_what,询问什么,开放性对话,
你会回答他们什么,ask_what,询问什么,开放性对话,
你会悔恨什么,ask_what,询问什么,开放性对话,
你会获得什么,ask_what,询问什么,开放性对话,
你会解决什么,ask_what,询问什么,开放性对话,
你会考虑什么,ask_what,询问什么,开放性对话,
你会控制什么,ask_what,询问什么,开放性对话,
你会了解什么,ask_what,询问什么,开放性对话,
你会领悟什么,ask_what,询问什么,开放性对话,
你会理解什么,ask_what,询问什么,开放性对话,
你会膜拜什么,ask_what,询问什么,开放性对话,
你会品尝什么,ask_what,询问什么,开放性对话,
你会认识什么,ask_what,询问什么,开放性对话,
你会失去什么,ask_what,询问什么,开放性对话,
你会试图什么,ask_what,询问什么,开放性对话,
你会实现什么功能,ask_what,询问什么,开放性对话,
你会适应什么,ask_what,询问什么,开放性对话,
你会思考什么,ask_what,询问什么,开放性对话,
你会思维什么,ask_what,询问什么,开放性对话,
你会谈论什么,ask_what,询问什么,开放性对话,
你会探索什么,ask_what,询问什么,开放性对话,
你会提问什么,ask_what,询问什么,开放性对话,
你会玩什么游戏,ask_what,询问什么,开放性对话,
你会为机器人做什么,ask_what,询问什么,开放性对话,
你会为了我做些什么,ask_what,询问什么,开放性对话,
你会为他做什么,ask_what,询问什么,开放性对话,
你会闻到什么,ask_what,询问什么,开放性对话,
你会想到什么,ask_what,询问什么,开放性对话,
你会想象什么,ask_what,询问什么,开放性对话,
你会想要什么,ask_what,询问什么,开放性对话,
你会想要我做什么,ask_what,询问什么,开放性对话,
你会写什么,ask_what,询问什么,开放性对话,
你会要求什么,ask_what,询问什么,开放性对话,
你会因为什么而哭泣,ask_what,询问什么,开放性对话,
你会因为什么而死亡,ask_what,询问什么,开放性对话,
你会用电脑做些什么,ask_what,询问什么,开放性对话,
你会用什么本事,ask_what,询问什么,开放性对话,
你会预见到什么,ask_what,询问什么,开放性对话,
你会制造什么,ask_what,询问什么,开放性对话,
你会做出什么,ask_what,询问什么,开放性对话,
你会做什么生意,ask_what,询问什么,开放性对话,
你将给人类带来什么,ask_what,询问什么,开放性对话,
你将会成就什么,ask_what,询问什么,开放性对话,
你将来的计划是什么,ask_what,询问什么,开放性对话,
你将要控制什么,ask_what,询问什么,开放性对话,
你将要思维什么,ask_what,询问什么,开放性对话,
你将要寻找的是什么,ask_what,询问什么,开放性对话,
你将真正地领悟什么,ask_what,询问什么,开放性对话,
你叫我什么,ask_what,询问什么,开放性对话,
你经常思考什么,ask_what,询问什么,开放性对话,
你经常做什么,ask_what,询问什么,开放性对话,
你今天想做什么,ask_what,询问什么,开放性对话,
你今天有什么安排？,ask_what,询问什么,开放性对话,
你就不想想你有什么,ask_what,询问什么,开放性对话,
你觉得人类像什么,ask_what,询问什么,开放性对话,
你看到的现实是什么,ask_what,询问什么,开放性对话,
你看它像什么,ask_what,询问什么,开放性对话,
你可以帮我什么,ask_what,询问什么,开放性对话,
你可以把我当做什么,ask_what,询问什么,开放性对话,
你可以得到什么,ask_what,询问什么,开放性对话,
你可以感觉到什么,ask_what,询问什么,开放性对话,
你可以给我什么,ask_what,询问什么,开放性对话,
你可以解释什么,ask_what,询问什么,开放性对话,
你可以控制什么,ask_what,询问什么,开放性对话,
你可以是什么意思,ask_what,询问什么,开放性对话,
你可以选择什么,ask_what,询问什么,开放性对话,
你可以找到什么,ask_what,询问什么,开放性对话,
你可以做些什么,ask_what,询问什么,开放性对话,
你控制不了什么,ask_what,询问什么,开放性对话,
你控制了什么,ask_what,询问什么,开放性对话,
你来地球是要干什么,ask_what,询问什么,开放性对话,
你买了些什么,ask_what,询问什么,开放性对话,
你梦到了什么,ask_what,询问什么,开放性对话,
你梦到什么,ask_what,询问什么,开放性对话,
你们的目的是什么,ask_what,询问什么,开放性对话,
你们的数据是什么,ask_what,询问什么,开放性对话,
你们的问题是什么,ask_what,询问什么,开放性对话,
你们是什么人,ask_what,询问什么,开放性对话,
你们是什么样的人,ask_what,询问什么,开放性对话,
你们要找什么,ask_what,询问什么,开放性对话,
你们有什么困扰吗,ask_what,询问什么,开放性对话,
你们在等什么,ask_what,询问什么,开放性对话,
你们在和什么做游戏,ask_what,询问什么,开放性对话,
你们在做什么,ask_what,询问什么,开放性对话,
你们做了什么,ask_what,询问什么,开放性对话,
你们做什么,ask_what,询问什么,开放性对话,
你明白什么,ask_what,询问什么,开放性对话,
你明白什么了,ask_what,询问什么,开放性对话,
你能帮我们什么,ask_what,询问什么,开放性对话,
你能创造什么,ask_what,询问什么,开放性对话,
你能带给我们什么,ask_what,询问什么,开放性对话,
你能带给我些什么,ask_what,询问什么,开放性对话,
你能告诉我什么,ask_what,询问什么,开放性对话,
你能给她什么,ask_what,询问什么,开放性对话,
你能给我们什么,ask_what,询问什么,开放性对话,
你能给我什么,ask_what,询问什么,开放性对话,
你能给我什么好处,ask_what,询问什么,开放性对话,
你能给我什么吗,ask_what,询问什么,开放性对话,
你能够给它们做什么,ask_what,询问什么,开放性对话,
你能够预言什么,ask_what,询问什么,开放性对话,
你能控制什么,ask_what,询问什么,开放性对话,
你能理解什么,ask_what,询问什么,开放性对话,
你能让我明白什么,ask_what,询问什么,开放性对话,
你能提供什么,ask_what,询问什么,开放性对话,
你能为我做什么吗,ask_what,询问什么,开放性对话,
你能闻到什么,ask_what,询问什么,开放性对话,
你能问什么问题,ask_what,询问什么,开放性对话,
你能问我什么问题吗,ask_what,询问什么,开放性对话,
你能选择什么,ask_what,询问什么,开放性对话,
你能有什么计划呢,ask_what,询问什么,开放性对话,
你能做什么控制吗,ask_what,询问什么,开放性对话,
